id,WELL,DEPTH,SP,GR,AC,label
1571,2,1416.25,61.86,129.93,295.83,0
1572,2,1416.38,62.06,137.38,294.1,0
1573,2,1416.5,62.15,138.42,294.12,0
1574,2,1416.63,62.31,136.3,298.8,0
1575,2,1416.75,62.44,136.31,302.91,2
1576,2,1416.88,62.49,138.66,304.28,2
1577,2,1417.0,62.58,144.13,308.37,2
1578,2,1417.13,62.61,144.87,312.08,2
1579,2,1417.25,62.66,141.58,319.6,2
1580,2,1417.38,62.68,138.1,321.25,2
1581,2,1417.5,62.69,137.96,322.45,2
1582,2,1417.63,62.69,140.41,330.81,2
1583,2,1417.75,62.68,142.6,340.57,2
1584,2,1417.88,62.68,142.41,345.53,2
1585,2,1418.0,62.68,139.23,355.37,2
1586,2,1418.13,62.69,133.86,349.86,2
1587,2,1418.25,62.71,131.43,339.91,2
1588,2,1418.38,62.74,129.32,319.83,2
1589,2,1418.5,62.79,131.85,305.67,2
1590,2,1418.63,62.82,134.34,299.8,2
1591,2,1418.75,62.88,139.46,297.02,2
1592,2,1418.88,62.9,141.39,301.62,2
1593,2,1419.0,62.94,144.21,313.8,2
1594,2,1419.13,62.96,146.65,321.86,2
1595,2,1419.25,62.97,147.82,325.49,2
1596,2,1419.38,62.97,149.35,332.58,2
1597,2,1419.5,62.96,148.37,336.85,2
1598,2,1419.63,62.96,146.81,337.77,2
1599,2,1419.75,62.95,142.23,337.81,2
1600,2,1419.88,62.95,138.02,335.78,2
1601,2,1420.0,62.95,136.84,334.16,2
1602,2,1420.13,62.94,136.25,330.76,2
1603,2,1420.25,62.91,137.71,326.41,2
1604,2,1420.38,62.88,138.93,324.43,2
1605,2,1420.5,62.79,141.64,324.97,2
1606,2,1420.63,62.73,143.2,327.52,2
1607,2,1420.75,62.57,146.4,334.32,2
1608,2,1420.88,62.37,147.6,343.09,2
1609,2,1421.0,62.26,146.81,345.32,2
1610,2,1421.13,62.01,143.94,338.94,2
1611,2,1421.25,61.75,143.98,329.17,2
1612,2,1421.38,61.62,145.64,328.36,2
1613,2,1421.5,61.38,149.91,340.77,2
1614,2,1421.63,61.15,152.61,371.33,2
1615,2,1421.75,61.05,152.8,385.9,2
1616,2,1421.88,60.86,151.39,400.77,2
1617,2,1422.0,60.78,150.52,402.26,2
1618,2,1422.13,60.64,149.94,392.32,2
1619,2,1422.25,60.52,151.84,366.79,2
1620,2,1422.38,60.48,153.26,357.29,2
1621,2,1422.5,60.41,155.41,355.1,2
1622,2,1422.63,60.36,156.4,367.16,2
1623,2,1422.75,60.35,156.53,377.61,2
1624,2,1422.88,60.34,156.45,400.58,2
1625,2,1423.0,60.35,155.82,408.89,2
1626,2,1423.13,60.36,155.13,407.27,2
1627,2,1423.25,60.39,153.75,397.44,2
1628,2,1423.38,60.44,152.07,384.65,2
1629,2,1423.5,60.46,150.52,380.73,2
1630,2,1423.63,60.51,146.09,376.48,2
1631,2,1423.75,60.53,144.33,374.61,2
1632,2,1423.88,60.55,145.05,373.8,2
1633,2,1424.0,60.54,151.98,372.81,2
1634,2,1424.13,60.53,156.42,371.14,2
1635,2,1424.25,60.47,164.25,375.28,2
1636,2,1424.38,60.38,167.27,389.11,2
1637,2,1424.5,60.32,166.27,394.24,2
1638,2,1424.63,60.18,161.12,400.0,2
1639,2,1424.75,60.02,156.87,406.82,2
1640,2,1424.88,59.93,155.98,409.31,2
1641,2,1425.0,59.73,153.92,403.81,2
1642,2,1425.13,59.61,151.43,394.85,2
1643,2,1425.25,59.35,143.9,370.1,2
1644,2,1425.38,59.03,137.57,345.12,0
1645,2,1425.5,58.84,136.25,334.5,0
1646,2,1425.63,58.39,136.92,320.44,0
1647,2,1425.75,57.83,139.19,319.98,0
1648,2,1425.88,57.5,139.92,323.33,0
1649,2,1426.0,56.76,139.76,328.05,0
1650,2,1426.13,55.89,138.93,326.61,0
1651,2,1426.25,55.41,138.81,326.65,0
1652,2,1426.38,54.36,137.96,330.57,0
1653,2,1426.5,53.21,133.05,329.36,0
1654,2,1426.63,52.6,128.93,325.92,0
1655,2,1426.75,51.33,119.56,318.05,0
1656,2,1426.88,50.68,115.01,311.48,0
1657,2,1427.0,49.32,107.65,289.17,0
1658,2,1427.13,47.93,104.56,274.86,0
1659,2,1427.25,47.23,104.57,276.66,0
1660,2,1427.38,45.81,105.07,287.21,0
1661,2,1427.5,44.42,103.39,297.86,0
1662,2,1427.63,43.73,101.6,304.61,0
1663,2,1427.75,42.42,96.84,314.7,0
1664,2,1427.88,41.21,91.65,313.21,0
1665,2,1428.0,40.65,89.54,311.78,0
1666,2,1428.13,39.67,86.89,312.57,0
1667,2,1428.25,39.25,85.85,313.49,0
1668,2,1428.38,38.58,82.96,315.03,0
1669,2,1428.5,38.16,79.63,316.04,0
1670,2,1428.63,38.05,78.32,315.85,0
1671,2,1428.75,38.02,76.96,315.56,0
1672,2,1428.88,38.26,77.33,316.22,0
1673,2,1429.0,38.48,78.18,316.64,0
1674,2,1429.13,39.1,82.07,318.86,0
1675,2,1429.25,39.94,89.76,320.7,0
1676,2,1429.38,40.43,94.84,319.93,0
1677,2,1429.5,41.52,105.94,317.4,2
1678,2,1429.63,42.72,115.6,317.15,2
1679,2,1429.75,43.33,119.03,316.92,2
1680,2,1429.88,44.56,122.24,313.55,2
1681,2,1430.0,45.16,122.06,310.01,2
1682,2,1430.13,46.32,119.03,299.86,2
1683,2,1430.25,47.39,113.67,289.12,0
1684,2,1430.38,47.89,110.27,285.11,0
1685,2,1430.5,48.82,101.87,282.37,0
1686,2,1430.63,49.68,92.39,284.63,0
1687,2,1430.75,50.09,88.33,285.5,0
1688,2,1430.88,50.89,84.2,284.95,0
1689,2,1431.0,51.68,88.6,281.64,0
1690,2,1431.13,52.08,94.24,280.59,0
1691,2,1431.25,52.89,109.3,285.28,0
1692,2,1431.38,53.72,123.82,294.61,0
1693,2,1431.5,54.14,129.35,298.04,0
1694,2,1431.63,54.98,136.75,305.01,0
1695,2,1431.75,55.39,139.02,309.0,2
1696,2,1431.88,56.18,141.29,312.24,2
1697,2,1432.0,56.92,141.75,308.62,2
1698,2,1432.13,57.26,141.97,307.44,2
1699,2,1432.25,57.9,143.71,313.96,2
1700,2,1432.38,58.46,148.31,336.95,2
1701,2,1432.5,58.71,151.58,351.87,2
1702,2,1432.63,59.16,157.91,379.35,2
1703,2,1432.75,59.53,160.75,394.65,2
1704,2,1432.88,59.7,161.04,394.5,2
1705,2,1433.0,59.99,162.08,386.38,2
1706,2,1433.13,60.11,163.25,383.23,2
1707,2,1433.25,60.33,164.71,374.99,2
1708,2,1433.38,60.51,161.61,361.03,2
1709,2,1433.5,60.59,158.89,354.06,2
1710,2,1433.63,60.73,153.64,335.23,2
1711,2,1433.75,60.84,148.73,313.34,2
1712,2,1433.88,60.89,146.06,307.0,2
1713,2,1434.0,60.98,140.85,301.74,2
1714,2,1434.13,61.05,137.83,296.16,2
1715,2,1434.25,61.08,137.76,292.83,2
1716,2,1434.38,61.13,140.21,288.03,2
1717,2,1434.5,61.17,144.67,286.44,2
1718,2,1434.63,61.18,146.91,286.74,2
1719,2,1434.75,61.2,150.63,290.05,2
1720,2,1434.88,61.2,152.23,293.14,2
1721,2,1435.0,61.19,154.82,300.73,2
1722,2,1435.13,61.17,155.1,305.83,2
1723,2,1435.25,61.15,154.01,307.07,2
1724,2,1435.38,61.1,150.08,310.08,2
1725,2,1435.5,61.04,146.17,318.45,2
1726,2,1435.63,61.0,145.09,324.99,2
1727,2,1435.75,60.95,144.86,339.52,2
1728,2,1435.88,60.9,145.54,354.37,2
1729,2,1436.0,60.88,145.44,358.64,2
1730,2,1436.13,60.87,143.83,351.61,2
1731,2,1436.25,60.88,142.66,343.29,2
1732,2,1436.38,60.9,140.45,331.28,2
1733,2,1436.5,60.95,138.88,325.49,2
1734,2,1436.63,60.98,138.64,324.6,2
1735,2,1436.75,61.05,139.08,334.03,2
1736,2,1436.88,61.11,139.65,349.3,2
1737,2,1437.0,61.14,139.5,353.68,2
1738,2,1437.13,61.18,138.62,356.89,2
1739,2,1437.25,61.21,138.29,354.28,2
1740,2,1437.38,61.22,138.82,350.36,2
1741,2,1437.5,61.22,141.31,342.07,2
1742,2,1437.63,61.2,143.78,335.38,2
1743,2,1437.75,61.19,144.21,331.94,2
1744,2,1437.88,61.16,143.25,325.58,2
1745,2,1438.0,61.14,142.29,321.17,2
1746,2,1438.13,61.11,140.99,309.56,2
1747,2,1438.25,61.07,140.47,304.75,2
1748,2,1438.38,61.06,140.52,306.67,2
1749,2,1438.5,61.03,140.98,319.22,2
1750,2,1438.63,61.01,140.88,344.13,2
1751,2,1438.75,61.01,140.73,357.19,2
1752,2,1438.88,60.99,141.83,373.84,2
1753,2,1439.0,60.98,146.29,380.35,2
1754,2,1439.13,60.97,149.05,379.89,2
1755,2,1439.25,60.95,152.41,369.45,2
1756,2,1439.38,60.94,152.38,364.13,2
1757,2,1439.5,60.92,148.79,359.22,2
1758,2,1439.63,60.89,143.43,349.97,2
1759,2,1439.75,60.89,141.73,345.51,2
1760,2,1439.88,60.88,143.49,345.81,2
1761,2,1440.0,60.9,153.56,347.98,2
1762,2,1440.13,60.92,160.37,348.32,2
1763,2,1440.25,60.98,171.94,349.75,2
1764,2,1440.38,61.06,174.72,347.75,2
1765,2,1440.5,61.12,172.15,347.75,2
1766,2,1440.63,61.24,161.82,355.04,2
1767,2,1440.75,61.36,150.95,363.73,2
1768,2,1440.88,61.43,147.75,367.71,0
1769,2,1441.0,61.55,147.85,375.98,0
1770,2,1441.13,61.6,150.05,376.06,0
1771,2,1441.25,61.7,153.47,364.05,0
1772,2,1441.38,61.77,151.43,360.32,0
1773,2,1441.5,61.8,148.65,366.7,0
1774,2,1441.63,61.82,142.13,377.91,0
1775,2,1441.75,61.81,136.49,372.79,0
1776,2,1441.88,61.79,134.5,366.71,0
1777,2,1442.0,61.71,133.31,350.95,0
1778,2,1442.13,61.59,135.75,334.58,0
1779,2,1442.25,61.52,137.36,329.41,0
1780,2,1442.38,61.36,139.78,326.97,0
1781,2,1442.5,61.2,144.33,335.72,0
1782,2,1442.63,61.11,148.53,342.33,2
1783,2,1442.75,60.96,158.27,349.11,2
1784,2,1442.88,60.89,161.71,350.82,2
1785,2,1443.0,60.78,162.97,361.22,2
1786,2,1443.13,60.71,159.43,372.13,2
1787,2,1443.25,60.69,157.09,377.14,2
1788,2,1443.38,60.69,151.11,388.25,2
1789,2,1443.5,60.74,143.19,380.4,2
1790,2,1443.63,60.78,139.75,369.12,2
1791,2,1443.75,60.91,138.12,350.45,2
1792,2,1443.88,61.07,144.99,341.58,2
1793,2,1444.0,61.17,149.89,340.95,2
1794,2,1444.13,61.37,157.59,351.62,2
1795,2,1444.25,61.47,159.67,361.54,2
1796,2,1444.38,61.68,161.68,377.21,2
1797,2,1444.5,61.86,162.81,374.93,2
1798,2,1444.63,61.94,162.77,371.76,2
1799,2,1444.75,62.06,159.57,370.75,2
1800,2,1444.88,62.11,153.6,366.38,2
1801,2,1445.0,62.11,151.16,363.35,2
1802,2,1445.13,62.06,149.66,360.96,2
1803,2,1445.25,61.96,151.69,356.51,2
1804,2,1445.38,61.89,152.62,355.74,2
1805,2,1445.5,61.73,153.18,364.24,2
1806,2,1445.63,61.55,152.95,369.88,2
1807,2,1445.75,61.47,152.97,370.2,2
1808,2,1445.88,61.31,153.61,373.77,2
1809,2,1446.0,61.24,154.13,373.26,2
1810,2,1446.13,61.14,154.55,365.53,2
1811,2,1446.25,61.09,151.58,367.98,2
1812,2,1446.38,61.08,148.43,371.4,2
1813,2,1446.5,61.1,141.6,367.2,2
1814,2,1446.63,61.15,139.73,356.52,2
1815,2,1446.75,61.18,141.75,351.69,2
1816,2,1446.88,61.26,149.92,337.35,2
1817,2,1447.0,61.33,158.56,322.73,2
1818,2,1447.13,61.35,161.42,320.91,2
1819,2,1447.25,61.37,163.12,325.42,2
1820,2,1447.38,61.36,162.16,327.2,2
1821,2,1447.5,61.31,157.26,328.02,2
1822,2,1447.63,61.19,150.08,330.63,2
1823,2,1447.75,61.12,146.79,333.87,2
1824,2,1447.88,60.95,143.26,342.99,2
1825,2,1448.0,60.75,143.86,348.77,2
1826,2,1448.13,60.66,144.83,351.31,2
1827,2,1448.25,60.46,146.4,356.97,2
1828,2,1448.38,60.29,146.88,352.27,2
1829,2,1448.5,60.21,146.68,346.16,2
1830,2,1448.63,60.08,145.41,338.07,2
1831,2,1448.75,59.97,143.65,338.14,2
1832,2,1448.88,59.92,142.92,337.85,2
1833,2,1449.0,59.83,141.62,337.37,2
1834,2,1449.13,59.78,141.1,341.89,2
1835,2,1449.25,59.71,140.91,359.18,2
1836,2,1449.38,59.64,142.74,364.67,2
1837,2,1449.5,59.6,143.94,363.79,2
1838,2,1449.63,59.55,144.18,367.45,2
1839,2,1449.75,59.51,138.45,359.14,0
1840,2,1449.88,59.5,133.64,346.44,0
1841,2,1450.0,59.49,123.87,324.69,0
1842,2,1450.13,59.5,119.75,309.52,0
1843,2,1450.25,59.51,120.9,298.76,0
1844,2,1450.38,59.55,128.56,283.39,0
1845,2,1450.5,59.57,133.95,283.7,0
1846,2,1450.63,59.62,144.33,291.54,0
1847,2,1450.75,59.67,150.41,305.71,2
1848,2,1450.88,59.7,151.67,315.89,2
1849,2,1451.0,59.75,151.42,334.05,2
1850,2,1451.13,59.8,148.12,343.95,2
1851,2,1451.25,59.83,145.25,344.43,2
1852,2,1451.38,59.88,138.54,333.47,2
1853,2,1451.5,59.95,135.06,321.88,2
1854,2,1451.63,59.98,135.55,318.2,2
1855,2,1451.75,60.06,139.28,311.59,2
1856,2,1451.88,60.15,140.84,318.54,2
1857,2,1452.0,60.19,138.84,325.09,2
1858,2,1452.13,60.27,130.34,323.16,2
1859,2,1452.25,60.3,125.99,315.13,2
1860,2,1452.38,60.35,122.87,301.26,2
1861,2,1452.5,60.38,127.69,291.65,2
1862,2,1452.63,60.38,131.38,289.11,2
1863,2,1452.75,60.38,138.55,299.57,2
1864,2,1452.88,60.35,144.66,325.48,2
1865,2,1453.0,60.34,147.16,337.22,2
1866,2,1453.13,60.31,149.45,352.05,2
1867,2,1453.25,60.28,146.82,355.12,2
1868,2,1453.38,60.28,144.62,353.05,2
1869,2,1453.5,60.28,142.05,352.26,2
1870,2,1453.63,60.29,142.61,355.99,2
1871,2,1453.75,60.33,146.29,364.75,2
1872,2,1453.88,60.4,149.1,370.39,2
1873,2,1454.0,60.44,149.35,373.97,2
1874,2,1454.13,60.54,147.19,375.85,2
1875,2,1454.25,60.64,142.3,362.68,2
1876,2,1454.38,60.7,139.96,355.85,2
1877,2,1454.5,60.8,137.21,351.35,2
1878,2,1454.63,60.9,137.11,350.08,2
1879,2,1454.75,60.94,138.13,349.5,2
1880,2,1454.88,61.02,141.73,351.55,2
1881,2,1455.0,61.08,145.52,354.61,2
1882,2,1455.13,61.11,146.96,356.12,2
1883,2,1455.25,61.14,149.33,360.99,2
1884,2,1455.38,61.15,150.48,364.74,2
1885,2,1455.5,61.16,151.71,372.89,2
1886,2,1455.63,61.15,150.7,375.99,2
1887,2,1455.75,61.14,150.49,376.68,2
1888,2,1455.88,61.11,151.5,380.69,2
1889,2,1456.0,61.07,151.18,380.67,2
1890,2,1456.13,61.05,150.1,378.3,2
1891,2,1456.25,61.01,148.41,375.77,2
1892,2,1456.38,60.96,148.53,372.93,2
1893,2,1456.5,60.93,148.28,369.16,2
1894,2,1456.63,60.85,146.44,361.38,2
1895,2,1456.75,60.76,145.24,360.34,2
1896,2,1456.88,60.7,145.59,361.85,2
1897,2,1457.0,60.58,147.76,365.86,2
1898,2,1457.13,60.51,148.96,367.16,2
1899,2,1457.25,60.39,149.5,365.84,2
1900,2,1457.38,60.27,146.62,362.3,2
1901,2,1457.5,60.22,144.84,361.36,2
1902,2,1457.63,60.15,144.15,359.83,2
1903,2,1457.75,60.12,147.09,360.04,2
1904,2,1457.88,60.11,148.41,361.69,2
1905,2,1458.0,60.13,148.78,365.88,2
1906,2,1458.13,60.19,147.23,370.22,2
1907,2,1458.25,60.22,146.6,372.05,2
1908,2,1458.38,60.3,145.59,372.12,2
1909,2,1458.5,60.35,144.8,370.03,2
1910,2,1458.63,60.45,143.52,364.1,2
1911,2,1458.75,60.54,145.08,356.18,2
1912,2,1458.88,60.59,146.94,352.15,2
1913,2,1459.0,60.68,150.45,348.79,2
1914,2,1459.13,60.76,152.06,351.51,2
1915,2,1459.25,60.8,152.37,353.27,2
1916,2,1459.38,60.86,153.25,357.61,2
1917,2,1459.5,60.92,155.17,361.39,2
1918,2,1459.63,60.94,156.11,363.33,2
1919,2,1459.75,60.98,156.84,369.85,2
1920,2,1459.88,61.0,156.41,371.48,2
1921,2,1460.0,61.0,156.33,368.74,2
1922,2,1460.13,60.99,156.29,364.96,2
1923,2,1460.25,60.98,155.78,364.06,2
1924,2,1460.38,60.94,153.9,357.99,2
1925,2,1460.5,60.88,153.13,353.87,2
1926,2,1460.63,60.85,153.59,354.79,2
1927,2,1460.75,60.77,154.75,355.24,2
1928,2,1460.88,60.69,154.73,350.8,2
1929,2,1461.0,60.65,154.56,348.47,2
1930,2,1461.13,60.56,155.59,345.83,2
1931,2,1461.25,60.49,159.2,346.05,2
1932,2,1461.38,60.45,161.43,346.57,2
1933,2,1461.5,60.39,165.07,348.37,2
1934,2,1461.63,60.37,166.23,349.82,2
1935,2,1461.75,60.32,168.18,350.74,2
1936,2,1461.88,60.28,170.72,348.67,2
1937,2,1462.0,60.26,171.76,349.39,2
1938,2,1462.13,60.22,171.86,354.95,2
1939,2,1462.25,60.17,168.22,361.99,2
1940,2,1462.38,60.13,166.09,365.39,2
1941,2,1462.5,60.05,164.88,369.43,2
1942,2,1462.63,59.96,169.13,369.7,2
1943,2,1462.75,59.9,172.4,369.81,2
1944,2,1462.88,59.79,177.34,370.07,2
1945,2,1463.0,59.67,179.23,367.65,2
1946,2,1463.13,59.61,180.3,365.56,2
1947,2,1463.25,59.51,184.22,361.36,2
1948,2,1463.38,59.46,186.59,358.51,2
1949,2,1463.5,59.36,188.73,348.8,2
1950,2,1463.63,59.28,187.31,340.17,2
1951,2,1463.75,59.24,186.71,339.09,2
1952,2,1463.88,59.16,186.14,342.22,2
1953,2,1464.0,59.09,183.24,350.51,2
1954,2,1464.13,59.07,180.69,356.31,2
1955,2,1464.25,59.05,176.01,369.49,2
1956,2,1464.38,59.06,172.62,373.94,2
1957,2,1464.5,59.09,170.67,370.04,2
1958,2,1464.63,59.18,166.2,356.84,2
1959,2,1464.75,59.24,164.49,349.28,2
1960,2,1464.88,59.39,163.22,329.49,2
1961,2,1465.0,59.57,163.3,312.78,2
1962,2,1465.13,59.66,163.77,309.83,2
1963,2,1465.25,59.84,166.66,309.21,2
1964,2,1465.38,60.01,171.64,310.44,2
1965,2,1465.5,60.09,174.54,313.47,2
1966,2,1465.63,60.24,182.31,320.69,2
1967,2,1465.75,60.35,193.61,321.72,2
1968,2,1465.88,60.41,199.35,323.37,2
1969,2,1466.0,60.49,207.9,337.15,2
1970,2,1466.13,60.56,212.7,351.82,2
1971,2,1466.25,60.6,214.27,354.53,2
1972,2,1466.38,60.65,215.52,354.05,2
1973,2,1466.5,60.68,214.62,351.34,2
1974,2,1466.63,60.74,208.85,337.35,2
1975,2,1466.75,60.81,199.81,321.2,2
1976,2,1466.88,60.85,195.37,317.59,2
1977,2,1467.0,60.94,188.56,317.71,2
1978,2,1467.13,61.04,184.32,318.75,2
1979,2,1467.25,61.09,182.4,318.62,2
1980,2,1467.38,61.2,178.04,317.76,2
1981,2,1467.5,61.31,172.88,316.26,0
1982,2,1467.63,61.37,169.8,315.15,0
1983,2,1467.75,61.47,162.54,314.32,0
1984,2,1467.88,61.57,153.06,317.89,0
1985,2,1468.0,61.62,147.67,319.87,0
1986,2,1468.13,61.71,138.3,320.28,0
1987,2,1468.25,61.76,135.59,319.2,0
1988,2,1468.38,61.85,135.75,316.95,0
1989,2,1468.5,61.94,140.51,315.76,0
1990,2,1468.63,61.98,142.23,316.61,0
1991,2,1468.75,62.05,141.62,320.86,0
1992,2,1468.88,62.1,137.21,323.01,0
1993,2,1469.0,62.12,135.02,322.7,0
1994,2,1469.13,62.14,132.56,319.08,0
1995,2,1469.25,62.13,132.92,311.12,0
1996,2,1469.38,62.12,133.83,307.57,0
1997,2,1469.5,62.06,136.2,305.69,0
1998,2,1469.63,62.03,137.44,306.45,0
1999,2,1469.75,61.94,140.29,308.02,0
2000,2,1469.88,61.83,144.0,314.24,0
2001,2,1470.0,61.78,145.58,320.57,0
2002,2,1470.13,61.67,146.16,332.05,0
2003,2,1470.25,61.56,144.55,335.64,0
2004,2,1470.38,61.51,144.15,336.53,0
2005,2,1470.5,61.41,144.91,336.33,0
2006,2,1470.63,61.32,146.03,331.71,0
2007,2,1470.75,61.28,146.42,331.21,0
2008,2,1470.88,61.2,146.92,338.21,0
2009,2,1471.0,61.11,145.13,347.61,0
2010,2,1471.13,61.07,143.11,348.79,0
2011,2,1471.25,61.0,140.87,344.36,2
2012,2,1471.38,60.97,142.86,342.8,2
2013,2,1471.5,60.92,153.23,342.54,2
2014,2,1471.63,60.89,162.47,340.56,2
2015,2,1471.75,60.88,162.98,341.93,2
2016,2,1471.88,60.89,156.6,352.15,2
2017,2,1472.0,60.91,149.44,360.58,2
2018,2,1472.13,60.93,147.8,362.36,2
2019,2,1472.25,60.97,146.94,362.68,2
2020,2,1472.38,61.02,145.94,361.41,2
2021,2,1472.5,61.04,145.2,360.36,2
2022,2,1472.63,61.09,144.15,355.53,2
2023,2,1472.75,61.12,144.03,353.36,2
2024,2,1472.88,61.17,145.36,353.42,2
2025,2,1473.0,61.22,147.47,353.41,2
2026,2,1473.13,61.24,147.41,352.19,2
2027,2,1473.25,61.3,144.19,348.86,2
2028,2,1473.38,61.35,141.56,343.49,2
2029,2,1473.5,61.38,142.37,341.56,2
2030,2,1473.63,61.45,148.09,344.07,2
2031,2,1473.75,61.52,154.98,351.55,2
2032,2,1473.88,61.56,157.34,356.05,2
2033,2,1474.0,61.66,157.72,366.25,2
2034,2,1474.13,61.76,153.55,369.9,2
2035,2,1474.25,61.82,151.82,367.52,2
2036,2,1474.38,61.94,152.31,359.95,2
2037,2,1474.5,61.99,154.01,355.9,2
2038,2,1474.63,62.08,157.08,347.15,2
2039,2,1474.75,62.13,158.64,342.39,2
2040,2,1474.88,62.13,159.64,342.31,2
2041,2,1475.0,62.1,162.74,343.39,2
2042,2,1475.13,62.0,164.95,344.85,2
2043,2,1475.25,61.92,164.98,346.41,2
2044,2,1475.38,61.73,163.32,350.57,2
2045,2,1475.5,61.5,161.27,352.01,2
2046,2,1475.63,61.38,160.62,351.57,2
2047,2,1475.75,61.11,160.25,351.8,2
2048,2,1475.88,60.98,160.32,354.48,2
2049,2,1476.0,60.72,159.92,366.39,2
2050,2,1476.13,60.49,156.83,372.71,2
2051,2,1476.25,60.38,153.98,368.87,2
2052,2,1476.38,60.19,147.84,356.04,2
2053,2,1476.5,60.04,146.12,345.57,2
2054,2,1476.63,59.97,148.11,340.85,2
2055,2,1476.75,59.86,156.41,342.51,2
2056,2,1476.88,59.76,163.28,364.72,2
2057,2,1477.0,59.71,163.94,375.17,2
2058,2,1477.13,59.61,161.55,382.91,2
2059,2,1477.25,59.5,160.9,380.33,2
2060,2,1477.38,59.44,162.4,377.45,2
2061,2,1477.5,59.28,165.61,371.49,2
2062,2,1477.63,59.18,165.59,369.52,2
2063,2,1477.75,58.96,161.92,363.2,2
2064,2,1477.88,58.7,158.08,351.75,2
2065,2,1478.0,58.54,158.09,346.66,2
2066,2,1478.13,58.21,163.95,340.92,2
2067,2,1478.25,57.84,174.35,342.06,2
2068,2,1478.38,57.65,178.15,344.0,2
2069,2,1478.5,57.28,176.6,343.86,2
2070,2,1478.63,56.92,161.8,331.58,2
2071,2,1478.75,56.76,152.5,318.84,2
2072,2,1478.88,56.49,139.58,285.77,0
2073,2,1479.0,56.3,138.88,265.01,0
2074,2,1479.13,56.24,141.39,262.87,0
2075,2,1479.25,56.2,146.4,269.1,0
2076,2,1479.38,56.22,147.81,275.67,0
2077,2,1479.5,56.35,148.9,290.09,0
2078,2,1479.63,56.59,148.59,296.08,0
2079,2,1479.75,56.75,147.73,293.94,0
2080,2,1479.88,57.13,145.72,280.57,0
2081,2,1480.0,57.58,148.14,266.24,0
2082,2,1480.13,57.83,152.49,263.15,0
2083,2,1480.25,58.36,165.7,264.99,0
2084,2,1480.38,58.91,175.41,275.62,0
2085,2,1480.5,59.19,175.78,283.25,0
2086,2,1480.63,59.73,167.47,293.51,0
2087,2,1480.75,59.99,160.67,293.49,0
2088,2,1480.88,60.48,147.74,287.87,0
2089,2,1481.0,60.91,139.19,283.19,0
2090,2,1481.13,61.11,136.83,282.35,0
2091,2,1481.25,61.45,136.46,286.41,0
2092,2,1481.38,61.74,139.55,296.27,0
2093,2,1481.5,61.86,140.96,300.5,0
2094,2,1481.63,62.07,142.55,305.3,0
2095,2,1481.75,62.25,144.71,307.67,0
2096,2,1481.88,62.32,146.16,308.85,0
2097,2,1482.0,62.46,147.7,311.97,0
2098,2,1482.13,62.57,148.35,315.93,0
2099,2,1482.25,62.62,149.62,317.85,0
2100,2,1482.38,62.71,154.02,319.54,0
2101,2,1482.5,62.75,155.81,318.41,0
2102,2,1482.63,62.82,155.93,312.41,0
2103,2,1482.75,62.89,152.32,305.3,0
2104,2,1482.88,62.92,150.05,302.59,0
2105,2,1483.0,62.99,145.88,299.38,0
2106,2,1483.13,63.05,143.65,299.7,0
2107,2,1483.25,63.08,143.46,301.08,0
2108,2,1483.38,63.15,144.38,304.36,0
2109,2,1483.5,63.2,145.16,307.91,0
2110,2,1483.63,63.22,145.45,309.94,0
2111,2,1483.75,63.25,147.43,314.05,0
2112,2,1483.88,63.26,149.73,316.44,2
2113,2,1484.0,63.25,158.19,321.93,2
2114,2,1484.13,63.21,171.91,326.25,2
2115,2,1484.25,63.18,179.83,327.94,2
2116,2,1484.38,63.09,193.5,331.94,2
2117,2,1484.5,62.98,198.9,338.27,2
2118,2,1484.63,62.91,197.93,341.58,2
2119,2,1484.75,62.76,190.17,345.45,2
2120,2,1484.88,62.58,179.43,345.4,2
2121,2,1485.0,62.49,174.76,343.29,2
2122,2,1485.13,62.29,168.45,334.57,2
2123,2,1485.25,62.09,167.04,328.29,2
2124,2,1485.38,61.99,168.25,327.86,2
2125,2,1485.5,61.81,172.73,327.34,2
2126,2,1485.63,61.72,174.79,325.11,2
2127,2,1485.75,61.55,176.31,322.44,2
2128,2,1485.88,61.4,175.42,329.59,2
2129,2,1486.0,61.33,174.48,330.68,2
2130,2,1486.13,61.22,170.86,321.63,0
2131,2,1486.25,61.13,164.04,313.81,0
2132,2,1486.38,61.09,159.85,307.97,0
2133,2,1486.5,61.04,151.18,283.34,0
2134,2,1486.63,61.02,142.79,261.09,0
2135,2,1486.75,61.02,139.08,255.34,0
2136,2,1486.88,61.04,134.16,249.94,0
2137,2,1487.0,61.05,133.27,250.26,0
2138,2,1487.13,61.09,133.47,256.99,0
2139,2,1487.25,61.12,133.11,271.65,0
2140,2,1487.38,61.13,132.5,281.43,0
2141,2,1487.5,61.13,131.57,297.45,0
2142,2,1487.63,61.11,132.24,302.84,0
2143,2,1487.75,61.09,133.28,303.7,0
2144,2,1487.88,61.03,135.96,305.32,0
2145,2,1488.0,60.94,138.09,308.58,0
2146,2,1488.13,60.89,139.12,311.03,0
2147,2,1488.25,60.78,142.41,315.71,0
2148,2,1488.38,60.66,144.97,319.44,0
2149,2,1488.5,60.61,144.16,319.96,0
2150,2,1488.63,60.5,138.3,315.83,0
2151,2,1488.75,60.45,134.88,313.39,0
2152,2,1488.88,60.37,131.56,312.78,0
